question,answer,
"Một con lắc lò xo gồm lò xo nhẹ và vật nhỏ dao động điều hòa theo phương ngang với tần số góc 10 rad/s. Biết khi động năng và thế năng (mốc ở vị trí cân bằng của vật) bằng nhau thì vận tốc của vật có độ lớn bằng 0,6 m/s. Biên độ dao động của con lắc là bao nhiêu?","Khi Wđ = Wt thì Wt + Wđ = 2Wđ = W
=> 2.1/2.m.v^2 = 1/2.k.A^2
<=> m.v^2 = 1/2.k.A^2
=> A = v√2/ω =0,6√2/10 = 0,06√2 (m)",
Một con lắc lò xo gồm lò xo nhẹ và vật nhỏ dao động điều hòa theo phương ngang với tần số góc 15 rad/s. Biết khi động năng và thế năng (mốc ở vị trí cân bằng của vật) bằng nhau thì vận tốc của vật có độ lớn bằng 0.8 m/s. Xác định biên độ dao động của con lắc.,"Khi Wđ = Wt thì Wt + Wđ = 2Wđ = W
=> 2.1/2.m.v^2 = 1/2.k.A^2
<=> m.v^2 = 1/2.k.A^2
=> A = v√2/ω = 0,8√2/15 (m)",
"Con lắc lò xo gồm lò xo không khối lượng và vật nhỏ dao động điều hòa trên mặt phẳng ngang với tần số góc 20 rad/s. Tại thời điểm động năng bằng thế năng (chọn gốc thế năng tại vị trí cân bằng), độ lớn vận tốc của vật là 1.0 m/s. Tính biên độ dao động.","Khi Wđ = Wt thì Wt + Wđ = 2Wđ = W
=> 2.1/2.m.v^2 = 1/2.k.A^2
<=> m.v^2 = 1/2.k.A^2
=> A = v√2/ω = 1√2/20 = 0,05√2 (m)",
"Hệ thống lò xo - vật nặng thực hiện dao động điều hòa theo phương nằm ngang với tần số góc 5 rad/s. Khi năng lượng động bằng năng lượng thế (mốc thế năng tại vị trí cân bằng), tốc độ của vật đạt giá trị 0.4 m/s. Tìm biên độ dao động.","Khi Wđ = Wt thì Wt + Wđ = 2Wđ = W
=> 2.1/2.m.v^2 = 1/2.k.A^2
<=> m.v^2 = 1/2.k.A^2
=> A = v√2/ω =0,4√2/5 = 0,08√2 (m)",
Một vật dao động điều hòa với phương trình x = -3cos(6πt) (cm). Biên độ và pha ban đầu của dao động lần lượt là,"Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ) (Với A > 0)
Ta cần đưa phương trình ở đề bài về dạng chuẩn như trên:
x = -3cos(6πt) = 3cos(6πt + π) (cm)
Vậy biên độ và pha ban đầu của dao động lần lượt là 3 cm và π rad ",
Một vật dao động điều hòa với phương trình x = -7cos(2πt + π/4) (cm). Biên độ và pha ban đầu của dao động lần lượt là,"Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ) (Với A > 0)
Ta cần đưa phương trình ở đề bài về dạng chuẩn như trên:
x = -7cos(2πt + π/4) = 7cos(2πt + π + π/4) = 7cos(2πt + 5π/4) (cm)
Vậy biên độ và pha ban đầu của dao động lần lượt là 7 cm và 5π/4 rad ",
Một vật dao động điều hòa với phương trình x = -4cos(8πt - π/2) (cm). Biên độ và pha ban đầu của dao động lần lượt là,"Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ) (Với A > 0)
Ta cần đưa phương trình ở đề bài về dạng chuẩn như trên:
x = -4cos(8πt - π/2) = 4cos(8πt + π - π/2) = 4cos(8πt + π/2) (cm)
Vậy biên độ và pha ban đầu của dao động lần lượt là 4 cm và π/2 rad ",
"Một vật nhỏ dao động điều hòa theo phương trình x = 3cos(8t) (t tính bằng s). Tại t = 1,5s, pha của dao động là","Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ)
Tại t = 1.5s, pha của dao động là: ωt + φ = 8t + π/3 = 8.1,5 = 12 rad",
"Một vật dao động điều hòa với phương trình x = 0,2cos(5πt) (t tính bằng s). Tại thời điểm t = 2s, pha dao động có giá trị bằng","Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ)
Tại t = 2s, pha của dao động là: ωt + φ = 10t = 5π.2 = 10π rad",
Chất điểm dao động điều hòa theo phương trình li độ x = 6cos(2t) (t tính bằng s). Pha của dao động tại thời điểm t = 3s là,"Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ)
Tại t = 3s, pha của dao động là: ωt + φ = 10t = 2.3 = 6 rad",
Một vật dao động điều hòa theo phương trình x = 2cos(2πt) (cm). Thời gian ngắn nhất giữa hai lần vật đi qua vị trí cân bằng bằng bao nhiêu?,"Dựa vào phương trình đề bài, ta có ω = 2π (rad)
Mà ω = 2π/T => Chu kỳ: T = 1 (s)
Thời gian ngắn nhất giữa hai lần vật đi qua vị trí cân bằng là T/2 = 1/2 = 0,5 s",
"Một vật dao động điều hòa với phương trình x = 6cos(6πt) (x tính bằng cm, t tính bằng s). Khoảng thời gian ngắn nhất giữa hai lần liên tiếp vật đi qua vị trí cân bằng là bao nhiêu?","Dựa vào phương trình đề bài, ta có ω = 6π (rad)
Mà ω = 2π/T => Chu kỳ: T = 1/3 (s)
Khoảng thời gian ngắn nhất giữa hai lần vật đi qua vị trí cân bằng là T/2 = 1/6 s",
"Một chất điểm dao động điều hòa với phương trình x = 0,1cos(8πt + π/3) (m). Hãy tính thời gian ngắn nhất để vật đi từ vị trí cân bằng đến vị trí cân bằng lần tiếp theo.","Dựa vào phương trình đề bài, ta có ω = 8π (rad)
Mà ω = 2π/T => Chu kỳ: T = 1/4 (s)
Khoảng thời gian ngắn nhất giữa hai lần vật đi qua vị trí cân bằng là T/2 = 1/8 s",
"Một vật dao động điều hòa với phương trình: x = 4cos(πt + π/3) (cm)
a) Xác định biên độ, chu kì, tần số và pha ban đầu của dao động.
b) Xác định chiều dài quỹ đạo.
c) Tính li độ của vật khi t = 2 s","a, Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ)
Dựa vào phương trình ở đề bài, ta có:
Biên độ: A = 4 (cm)
Tần số góc: ω = 2π/T = π => Chu kỳ: T = 2 (s)
Tần số: f = 1/T = 0,5 (Hz)
Pha ban đầu: φ = π/3 (rad)
b, Chiều dài quỹ đạo: L = 2A = 8 (cm)
c, Thay t = 2 vào phương trình li độ x, ta có: x = 2 (cm)",
"Một vật dao động điều hòa với phương trình: x = 6cos(4πt - π/2) (cm)
a) Xác định biên độ, chu kì, tần số và pha ban đầu của dao động.
b) Tính chiều dài quỹ đạo chuyển động
c) Khi t = 0,5 s thì li độ của vật bằng bao nhiêu?","a, Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ)
Dựa vào phương trình ở đề bài, ta có:
Biên độ: A = 6 (cm)
Tần số góc: ω = 2π/T = 4π => Chu kỳ: T = 0,5 (s)
Tần số: f = 1/T = 2 (Hz)
Pha ban đầu: φ = -π/2 (rad)
b, Chiều dài quỹ đạo: L = 2A = 12 (cm)
c, Thay t = 0,5 vào phương trình li độ x, ta có: x = 0 (cm)",
"Một vật dao động điều hòa với phương trình: x = 3cos(10πt + 2π/3) (cm)
a) Xác định biên độ, chu kì, tần số và pha ban đầu của dao động.
b) Xác định chiều dài quỹ đạo của vật.
c) Tính li độ của vật tại thời điểm t = 0,1 s","a, Phương trình dao động điều hòa có dạng: x = Acos(ωt + φ)
Dựa vào phương trình ở đề bài, ta có:
Biên độ: A = 3 (cm)
Tần số góc: ω = 2π/T = 10π => Chu kỳ: T = 0,2 (s)
Tần số: f = 1/T = 5 (Hz)
Pha ban đầu: φ = 2π/3 (rad)
b, Chiều dài quỹ đạo: L = 2A = 6 (cm)
c, Thay t = 0,1 vào phương trình li độ x, ta có: x = 1,5 (cm)",
"Một vật tham gia đồng thời hai dao động điều hoà cùng phương, có phương trình lần lượt là:
x1 = 5sin(4t - π/4) cm, x2 = 12cos(4t + π/12) cm
Tốc độ cực đại của vật là bao nhiêu?","Ta đưa phương trình x1 về dạng chuẩn của dao động điều hòa x = Acos(ωt + φ)
x1 = 5sin(4t - π/4) = 5cos(4t - π/4 - π/2) = 5cos(4t - 3π/4) cm
Biên độ tổng hợp A = √[A1^2 + A2^2 +2A1*A2*cos(φ2 - φ1)] (1)
Thay A1 = 5, A2 = 12, φ1 = -3π/4, φ2 = π/12 vào (1), ta có: A = 8,07 (cm)
Tốc độ cực đại: vmax = A.ω = 8,07.4 = 32,28 (cm/s)
*Lưu ý: sin(α) = cos(α - π/2) ",
"Một vật tham gia đồng thời hai dao động điều hoà cùng phương, có phương trình lần lượt là:
x1 = 3cos(2πt) cm, x2 = 4cos(2πt + π/2) cm
Tìm tốc độ lớn nhất mà chất điểm đạt được.","Biên độ tổng hợp A = √[A1^2 + A2^2 +2A1*A2*cos(φ2 - φ1)] (1)
Thay A1 = 3, A2 = 4, φ1 = 0, φ2 = π/2 vào (1), ta có: A = 5 (cm)
Tốc độ cực đại: vmax = A.ω = 5.2π = 10π (cm/s)
*Lưu ý: sin(α) = cos(α - π/2) ",
"Hai dao động điều hòa cùng phương, cùng tần số 5 Hz, có phương trình:
x1 = 6sin(10πt) cm, x2 = 8cos(10πt) cm
Tốc độ cực đại của vật dao động tổng hợp là bao nhiêu? (tính bằng cm/s)
","Ta đưa phương trình x1 về dạng chuẩn của dao động điều hòa x = Acos(ωt + φ)
x1 = 6sin(10πt) = 6cos(10πt - π/2) cm
Biên độ tổng hợp A = √[A1^2 + A2^2 +2A1*A2*cos(φ2 - φ1)] (1)
Thay A1 = 6, A2 = 8, φ1 = -π/2, φ2 = 0 vào (1), ta có: A = 10 (cm)
Tốc độ cực đại: vmax = A.ω = 10.10π = 100π (cm/s)
*Lưu ý: sin(α) = cos(α - π/2) ",
Một vật dao động điều hòa với phương trình x = 6cos(2πt) (cm). Tốc độ trung bình trong 1/4 chu kì đầu tiên (tính từ t =  0) là bao nhiêu?,"Tại thời điểm t0 = 0: x = 6cos(2π*0) = 6 cm
=> Vật đang ở biên dương
Sau một khoảng thời gian t = T/4 vật sẽ ở vị trí cân bằng => Quãng đường đi được là A = 6 cm
Dựa vào phương trình, ta có:
ω = 2π => T = 2π/ω = 1 (s)
Vận tốc trung bình: vtb = A/t = 24 (cm/s)
*Lưu ý: Trong 1 chu kì T, vật đi được quãng đường 4A",
Một vật dao động điều hòa theo phương trình x = 10cos(4πt) (cm). Tốc độ trung bình trong 1/4 chu kì đầu tiên (tính từ t =  0) là bao nhiêu?,"Tại thời điểm t0 = 0: x = 10cos(4π*0) = 10 cm
=> Vật đang ở biên dương
Sau một khoảng thời gian t = T/4 vật sẽ ở vị trí cân bằng => Quãng đường đi được là A = 10 cm
Dựa vào phương trình, ta có:
ω = 4π => T = 2π/ω = 0,5 (s)
Vận tốc trung bình: vtb = A/t = 80 (cm/s)
*Lưu ý: Trong 1 chu kì T, vật đi được quãng đường 4A",
Một chất điểm dao động điều hòa với phương trình x = 4cos(πt) (cm). Tốc độ trung bình trong một phần tư chu kì tính từ thời điểm ban đầu t = 0 bằng bao nhiêu?,"Tại thời điểm t0 = 0: x = 4cos(π*0) = 4 cm
=> Vật đang ở biên dương
Sau một khoảng thời gian t = T/4 vật sẽ ở vị trí cân bằng => Quãng đường đi được là A = 4 cm
Dựa vào phương trình, ta có:
ω = π => T = 2π/ω = 2 (s)
Vận tốc trung bình: vtb = A/t = 8 (cm/s)
*Lưu ý: Trong 1 chu kì T, vật đi được quãng đường 4A",
"Một vật tham gia đồng thời hai dao động điều hòa cùng phương, cùng tần số:
x1 = 3cos(5t + π/3) cm, x2 = acos(5t - π/4) cm. Biết gia tốc cực đại của vật là 200cm/s^2, Tính giá trị a","Ta có: ω = 5 (rad/s), amax = A.ω^2 = 200 (cm/s^2)
=> A = amax/ω^2 = 8 (cm)
Biên độ tổng hợp A = √[A1^2 + a^2 +2A1*a*cos(φ2 - φ1)] = 8 (1)
Thay A1 = 3, A2 = a, φ1 = π/3, φ2 = -π/4 vào (1), ta có: a = 8,23 cm hoặc a = -6,77 cm (loại vì a > 0). Vậy a = 8,23 cm",
"Một vật tham gia đồng thời hai dao động điều hòa cùng phương, cùng tần số:
x1 = 2cos(4t + π) cm, x2 = acos(4t + π/3) cm. Gia tốc cực đại của vật dao động tổng hợp là 320 cm/s^2, Tính a","Ta có: ω = 4 (rad/s), amax = A.ω^2 = 320 (cm/s^2)
=> A = amax/ω^2 = 20 (cm)
Biên độ tổng hợp A = √[A1^2 + a^2 +2A1*a*cos(φ2 - φ1)] = 4√3 (1)
Thay A1 = 2, A2 = a, φ1 = π, φ2 = π/3 vào (1), ta có: a = 20,924 cm hoặc a = -18,924 cm (loại vì a > 0). Vậy a = 20,924 cm",
Một vật dao động điều hòa với phương trình x = Acos(ωt). Tỉ số giữa tốc độ trung bình và vận tốc trung bình khi vật đi được sau thời gian T/2 đầu tiên kể từ lúc bắt đầu dao động là bao nhiêu?,"Tại vị trí ban đầu vật ở biên dương (A)
Sau T/2 vật ở vị trí biên âm (-A)
Quãng đường vật đi được sau T/2 là: Sqd = 2A 
Độ dời vật sau T/2 là:
Sdd = 2A
Tốc độ trung bình: v1tb = Sqd/t = 2A/(T/2) = 4A/T
Vận tốc trung bình: v2tb = Sdd/t = 2A/(T/2) = 4A/T
Tỉ số: v1tb/v2tb = 1 ",
Một chất điểm dao động điều hòa với phương trình x = 6cos(4πt) cm. Tính tỉ số giữa tốc độ trung bình và vận tốc trung bình trong khoảng thời gian T/4 đầu tiên.,"Tại vị trí ban đầu vật ở biên dương (A)
Sau T/4 vật ở vị trí căn bằng (0)
Quãng đường vật đi được sau T/4 là: Sqd = A 
Độ dời vật sau T/4 là:
Sdd = A
Tốc độ trung bình: v1tb = Sqd/t = A/(T/4) = 4A/T
Vận tốc trung bình: v2tb = Sdd/t = A/(T/4) = 4A/T
Tỉ số: v1tb/v2tb = 1",
Một chất điểm dao động điều hòa với phương trình x = 6cos(4πt + π) cm. Tính tỉ số giữa tốc độ trung bình và vận tốc trung bình trong khoảng thời gian 3T/4 đầu tiên.,"Tại vị trí ban đầu vật ở biên âm (-A)
Ta có: 3T/4 = T/2 + T/4 
Sau T/2 vật ở vị trí biên dương (AA)
Khoảng thời gian T/4 tiếp theo vật về lại vị trí cân bằng
Quãng đường vật đi được sau 3T/4 là: Sqd = 2A + A = 3A
Độ dời vật sau 3T/4 là:
Sdd = A
Tốc độ trung bình: v1tb = Sqd/t = 3A/(3T/4) = 4A/T
Vận tốc trung bình: v2tb = Sdd/t = A/(3T/4) = 4A/3T
Tỉ số: v1tb/v2tb = 3 ",
Một chất điểm dao động điều hòa với phương trình x = 10cos(3πt + π) cm. Tính tỉ số giữa tốc độ trung bình và vận tốc trung bình trong khoảng thời gian 3T/4 đầu tiên.,"Tại vị trí ban đầu vật ở biên âm (-A)
Ta có: 3T/4 = T/2 + T/4 
Sau T/2 vật ở vị trí biên dương (AA)
Khoảng thời gian T/4 tiếp theo vật về lại vị trí cân bằng
Quãng đường vật đi được sau 3T/4 là: Sqd = 2A + A = 3A
Độ dời vật sau 3T/4 là:
Sdd = A
Tốc độ trung bình: v1tb = Sqd/t = 3A/(3T/4) = 4A/T
Vận tốc trung bình: v2tb = Sdd/t = A/(3T/4) = 4A/3T
Tỉ số: v1tb/v2tb = 3 ",
Một chất điểm dao động điều hòa trên trục Ox. Tốc độ trung bình của chất điểm tương ứng với khoảng thời gian thế năng không vượt quá 3 lần động năng trong 1 nửa chu kì là 600√3 (cm/s). Tốc độ cực đại của dao động là,"Ta có: Thế năng không vượt quá 3 lần động năng
Wt ​≤ 3Wđ
​Mà Wt = 1/2.k.x^2, Wđ = 1/2.k.(A^2-x^2) với k = m.ω^2
Từ đó, ta có: 1/2.k.x^2 ≤ 3/2.k.(A^2-x^2
<=> x^2 ≤ 3(A^2 - x^2)
<=> x^2 ≤ 3/4.A^2
<=> |x| ≤ √3/2.A
Giả sử vật bắt đầu tại vị trí biên dương (A), trong nửa chu kì vật sẽ tới vị trí biên âm (-A)
Quãng đường vật đi được trong khoảng thời gian trên với điều kiện |x| ≤ √3/2.A là: S = 2.√3/2.A = √3.A
Xét li độ x = √3/2.A => cos(φ) = √3/2 => φ = ± π/6
​Thời gian vật đi từ vị trí ban đầu tới vị trí x = √3/2.A là Δt = π/6ω = T/12
Thời gian thỏa mãn |x| ≤ √3/2.A trong nửa chu kì đầu là: t = T/2 - 2.T/12 = T/3
*Giải thích: thời gian không thỏa mãn |x| ≤ √3/2.A trong nửa chu kì đầu là khi vật đi từ vị trí A đến √3/2.A và từ √3/2.A đến -A.
Tốc độ trung bình: vtb = S/t = √3.A/(T/3) = 3√3.A/T = 600√3
=> A/T = 200
Ta có: vmax = ω.A = 2π.A/T = 2π.200 = 400π (cm/s)",
Một chất điểm dao động điều hòa trên trục Ox. Tốc độ trung bình của chất điểm tương ứng với khoảng thời gian thế năng không vượt quá 1/3 lần động năng trong 1 nửa chu kì là 600 (cm/s). Tốc độ cực đại của dao động là,"Ta có: Thế năng không vượt quá 3 lần động năng
Wt ​≤ 1/3Wđ
<=> 3Wt ≤ Wđ
​Mà Wt = 1/2.k.x^2, Wđ = 1/2.k.(A^2-x^2) với k = m.ω^2
Từ đó, ta có: 3.1/2.k.x^2 ≤ 1/2.k.(A^2-x^2
<=> 3.x^2 ≤ A^2 - x^2
<=> 4.x^2 ≤ A^2
<=> |x| ≤ A/2
Giả sử vật bắt đầu tại vị trí biên dương (A), trong nửa chu kì vật sẽ tới vị trí biên âm (-A)
Quãng đường vật đi được trong khoảng thời gian trên với điều kiện |x| ≤ A/2 là: S = 2.A/2 = A
Xét li độ x = A/2=> cos(φ) = 1/2 => φ = ± π/3
​Thời gian vật đi từ vị trí ban đầu tới vị trí x = A/2 là Δt = T/6
Thời gian thỏa mãn |x| ≤ A/2 trong nửa chu kì đầu là: t = T/2 - 2.T/6 = T/6
*Giải thích: thời gian không thỏa mãn |x| ≤ A/2 trong nửa chu kì đầu là khi vật đi từ vị trí A đến A/2 và từ -A/2 đến -A.
Tốc độ trung bình: vtb = S/t = A/(T/6) = 6.A/T = 600
=> A/T = 100
Ta có: vmax = ω.A = 2π.A/T = 2π.100 = 200π (cm/s)",
Một chất điểm dao động điều hòa trên trục Ox. Tốc độ trung bình của chất điểm tương ứng với khoảng thời gian thế năng không vượt quá 1/3 lần động năng trong 1 nửa chu kì là 300 (cm/s). Tốc độ cực đại của dao động là,"Ta có: Thế năng không vượt quá 3 lần động năng
Wt ​≤ 1/3Wđ
<=> 3Wt ≤ Wđ
​Mà Wt = 1/2.k.x^2, Wđ = 1/2.k.(A^2-x^2) với k = m.ω^2
Từ đó, ta có: 3.1/2.k.x^2 ≤ 1/2.k.(A^2-x^2
<=> 3.x^2 ≤ A^2 - x^2
<=> 4.x^2 ≤ A^2
<=> |x| ≤ A/2
Giả sử vật bắt đầu tại vị trí biên dương (A), trong nửa chu kì vật sẽ tới vị trí biên âm (-A)
Quãng đường vật đi được trong khoảng thời gian trên với điều kiện |x| ≤ A/2 là: S = 2.A/2 = A
Xét li độ x = A/2=> cos(φ) = 1/2 => φ = ± π/3
​Thời gian vật đi từ vị trí ban đầu tới vị trí x = A/2 là Δt = T/6
Thời gian thỏa mãn |x| ≤ A/2 trong nửa chu kì đầu là: t = T/2 - 2.T/6 = T/6
*Giải thích: thời gian không thỏa mãn |x| ≤ A/2 trong nửa chu kì đầu là khi vật đi từ vị trí A đến A/2 và từ -A/2 đến -A.
Tốc độ trung bình: vtb = S/t = A/(T/6) = 6.A/T = 300
=> A/T = 50
Ta có: vmax = ω.A = 2π.A/T = 2π.50 = 100π (cm/s)",
Một chất điểm dao động điều hòa trên trục Ox. Tốc độ trung bình của chất điểm tương ứng với khoảng thời gian thế năng không vượt quá động năng trong 1 nửa chu kì là 400√2(cm/s). Tốc độ cực đại của dao động là,"Ta có: Thế năng không vượt quá động năng
Wt ​≤ Wđ
​Mà Wt = 1/2.k.x^2, Wđ = 1/2.k.(A^2-x^2) với k = m.ω^2
Từ đó, ta có: 1/2.k.x^2 ≤ 3/2.k.(A^2-x^2
<=> x^2 ≤ A^2 - x^2
<=> 2.x^2 ≤ A^2
<=> |x| ≤ A√2/2
Giả sử vật bắt đầu tại vị trí biên dương (A), trong nửa chu kì vật sẽ tới vị trí biên âm (-A)
Quãng đường vật đi được trong khoảng thời gian trên với điều kiện |x| ≤ A√2/2 là: S = 2.A√2/2 = √2.A
Xét li độ x = √2/2.A => cos(φ) = √2/2 => φ = ± π/4
​Thời gian vật đi từ vị trí ban đầu tới vị trí x = A√2/2 là Δt = T/8
Thời gian thỏa mãn |x| ≤ √2/2.A trong nửa chu kì đầu là: t = T/2 - 2.T/8 = T/4
*Giải thích: thời gian không thỏa mãn |x| ≤ √2/2.A trong nửa chu kì đầu là khi vật đi từ vị trí A đến √2/2.A và từ -√2/2.A đến -A.
Tốc độ trung bình: vtb = S/t = √2.A/(T/4) = 4√2.A/T = 400√2
=> A/T = 100
Ta có: vmax = ω.A = 2π.A/T = 2π.100 = 200π (cm/s)",
"Một con lắc đơn khối lượng 0,5 kg, chiều dài 1 m dao động điều hòa tại nơi có g =9,8m/s^2. Biết cơ năng dao động của con lắc là 0,0245 J. Biên độ góc α0 của dao động bằng bao nhiêu độ?","Cơ năng của con lắc: W = m.g.l.(1 - cosα)
Thay W = 0,245, m = 0,5, g = 9,8, l = 1 vào công thức trên, ta có:
cosα ≈ 0,995 => α ≈ 0,099 (rad)",
"Một con lắc đơn có chiều dài 2 m, vật nặng khối lượng 1 kg dao động nhỏ. Ở nơi có g=10m/s^2, biết động năng cực đại của con lắc là 0,04 J. Tìm biên độ góc α0 (rađian).","Cơ năng của con lắc: W = m.g.l.(1 - cosα)
Thay W = 0,04, m = 1, g = 10, l = 2 vào công thức trên, ta có:
cosα ≈ 0,998 => α ≈ 0,0632 (rad)",
"Con lắc đơn dài 0,8 m, khối lượng 100 g, dao động điều hòa với năng lượng 4,9.10-3 J, tại nơi có g=9,8m/s^2. Tính biên độ góc α0(rad).","Cơ năng của con lắc: W = m.g.l.(1 - cosα)
Thay W = 4,9.10^-3, m = 0,1, g = 9,8, l = 0,8 vào công thức trên, ta có:
cosα ≈ 0,9937 => α ≈ 0,118 (rad)",
Một vật dao động điều hòa với biên độ 10 cm. Mốc thế năng ở vị trí cân bằng. Khi vật có động năng bằng 1/3 lần cơ năng thì vật cách vị trí cân bằng một đoạn bao nhiêu?,"Ta có: Wđ = 1W/3 => Wt = 2W/3 ( vì Wđ + Wt = W)
<=> 1/2.k.x^2= 1/3.k.A^2
<=> x^2 = 2.A^2/3
<=> x = ± A.√(2/3)
x = ± A.√(2/3) = ± 10.√(2/3) = ± 8,165 (cm)
Vậy vật cách vị trí cân bằng một đoạn 8,165 cm",
Một vật dao động điều hòa với biên độ 8 cm. Mốc thế năng ở vị trí cân bằng. Khi vật có động năng bằng 1/3 lần cơ năng thì vật cách vị trí cân bằng một đoạn bao nhiêu?,"Ta có: Wđ = 1W/3 => Wt = 2W/3 ( vì Wđ + Wt = W)
<=> 1/2.k.x^2= 1/3.k.A^2
<=> x^2 = 2.A^2/3
<=> x = ± A.√(2/3)
x = ± A.√(2/3) = ± 8.√(2/3) = ± 6,532 (cm)
Vậy vật cách vị trí cân bằng một đoạn 6,532 cm",
Một vật dao động điều hòa với biên độ 12 cm. Mốc thế năng ở vị trí cân bằng. Khi vật có động năng bằng 1/2 lần cơ năng thì vật cách vị trí cân bằng một đoạn bao nhiêu?,"Ta có: Wđ = W/2 => Wt = W/2 ( vì Wđ + Wt = W)
<=> 1/2.k.x^2= 1/4.k.A^2
<=> x^2 = A^2/2
<=> x = ± A/√2
x = ± A/√2 = ± 12/√2 = ± 8.485 (cm)
Vậy vật cách vị trí cân bằng một đoạn 8,485 cm",
"Một con lắc dao động tắt dần trong môi trường với lực ma sát rất nhỏ. Cứ sau mỗi chu kì, phần năng lượng của con lắc bị mất đi 15%. Trong một dao động toàn phần biên độ giảm đi bao nhiêu phần trăm?","Sau mỗi chu kì, phần năng lượng của con lắc mất đi 15%
=>  E' = 0,85E
<=> 1/2.k.A'^2 = 0,85.1/2.k.A^2
<=> A'^2 = 0,85.A^2 
<=> A' = A.√0,85
Vậy phần trăm biên độ giảm đi là: 1 - √0,85 ≈ 7,8%",
"Một con lắc dao động tắt dần trong môi trường có lực ma sát nhỏ. Cứ sau mỗi chu kì, phần năng lượng của con lắc bị mất đi 6%. Hỏi sau mỗi chu kì, biên độ của con lắc giảm đi bao nhiêu phần trăm?","Sau mỗi chu kì, phần năng lượng của con lắc mất đi 6%
=>  E' = 0,94E
<=> 1/2.k.A'^2 = 0,94.1/2.k.A^2
<=> A'^2 = 0,94.A^2 
<=> A' = A.√0,94
Vậy phần trăm biên độ giảm đi là: 1 - √0,94 ≈ 3,05%",
"Một con lắc dao động tắt dần. Sau mỗi chu kì, năng lượng của nó giảm 12%. Tính độ giảm tương đối của biên độ sau mỗi chu kì (theo phần trăm).","Sau mỗi chu kì, phần năng lượng của con lắc mất đi 12%
=>  E' = 0,88E
<=> 1/2.k.A'^2 = 0,88.1/2.k.A^2
<=> A'^2 = 0,88.A^2 
<=> A' = A.√0,88
Vậy phần trăm biên độ giảm đi là: 1 - √0,88 ≈ 6,19%",
"Một vật nhỏ dao động điều hòa theo một quỹ đạo thẳng dài 20 cm với chu kì 1 s. Từ thời điểm vật qua vị trí có li độ 5 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai, vật có tốc độ trung bình là","Quỹ đạo thẳng dài 20 cm nên biên độ A = 20/2 = 10 cm.
Gia tốc của vật đạt giá trị cực tiểu: amin = -Aω^2 khi đó x = +A = 10 cm.
Quảng đường vật qua vị trí có li độ 5 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai là: S = A/2 + 4A = 45 cm.
Khoảng thời gian tương ứng: ∆t = T/6 + T = 7/6 s.
Tốc độ trung bình của vật trong khoảng thời gian này là: 
vtb = S/∆t = 45/(7/6) = 38,57 (cm/s) ",
"Một vật dao động điều hòa trên quỹ đạo thẳng dài 10 cm với chu kì 2 s. Tính từ thời điểm vật qua vị trí có li độ 2,5 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai, vật có tốc độ trung bình bằng bao nhiêu?","Quỹ đạo thẳng dài 10 cm nên biên độ A = 10/2 = 5 cm.
Gia tốc của vật đạt giá trị cực tiểu: amin = -Aω^2 khi đó x = +A = 5 cm.
Quảng đường vật qua vị trí có li độ 2,5 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai là: S = A/2 + 4A = 22,5 cm.
Khoảng thời gian tương ứng: ∆t = T/6 + T = 7/3 s.
Tốc độ trung bình của vật trong khoảng thời gian này là: 
vtb = S/∆t = 22,5/(7/3) = 9,64 (cm/s) ",
"Một chất điểm dao động điều hòa trên đoạn thẳng dài 12 cm, chu kì 0,5 s. Lúc vật qua vị trí có li độ -3 cm theo chiều dương, hãy tính tốc độ trung bình của vật cho đến thời điểm gia tốc đạt giá trị cực tiểu lần thứ hai.","Quỹ đạo thẳng dài 12 cm nên biên độ A = 12/2 = 6 cm.
Gia tốc của vật đạt giá trị cực tiểu: amin = -Aω^2 khi đó x = +A = 6 cm.
Quảng đường vật qua vị trí có li độ -3 cm theo chiều dương đến khi gia tốc của vật đạt giá trị cực tiểu lần thứ hai là: S = A/2 + A + 4A = 33 cm.
Khoảng thời gian tương ứng: ∆t = T/12 + T/4 + T = 4T/3 = 2/3 s.
Tốc độ trung bình của vật trong khoảng thời gian này là: 
vtb = S/∆t = 33/(2/3) = 49,5 (cm/s) ",
Một chất điểm chuyển động tròn đều trên đường tròn tâm O bán kính 10 cm với tốc độ góc 4 rad/s. Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo có tốc độ cực đại là,"Hình chiếu của chất điểm lên trục Ox nằm trong mặt phẳng quỹ đạo dao động điều hòa với biên độ A = R = 10 cm và tần số góc = tốc độ góc ω = 4 rad/s, tốc độ cực đại là vmax = ωA = 40 cm/s",
